evid,event_lat,event_lon,event_depth,origin_time,magnitude,magnitude_type,rflag,utc
60421317,44.4236667,-110.2975,6.83,1607523059.2199974,1.09,d,F,2020-12-09 14:10:59.219997+00:00
60421322,44.4313333,-110.327,2.02,1607527984.71,0.21,d,F,2020-12-09 15:33:04.710000+00:00
60421327,44.421,-110.2956667,8.05,1607528455.3099976,0.73,d,F,2020-12-09 15:40:55.309998+00:00
60421332,44.4185,-110.2958333,8.13,1607528790.0,0.35,d,F,2020-12-09 15:46:30+00:00
60421337,44.422,-110.306,7.27,1607531235.0099993,0.42,d,F,2020-12-09 16:27:15.009999+00:00
60421342,44.4343333,-110.3091667,9.87,1607531639.239998,0.6,d,F,2020-12-09 16:33:59.239998+00:00
60421347,44.4208333,-110.2978333,8.11,1607531908.75,1.15,d,F,2020-12-09 16:38:28.750000+00:00
60421352,44.4303333,-110.3298333,2.67,1607531942.19,0.1,d,F,2020-12-09 16:39:02.190000+00:00
60421357,44.4208333,-110.2978333,6.95,1607531875.3899994,0.71,d,F,2020-12-09 16:37:55.389999+00:00
60421362,44.4186667,-110.2938333,8.09,1607535090.4899998,0.77,d,F,2020-12-09 17:31:30.490000+00:00
60421387,44.4303333,-110.3266667,2.75,1607538583.6699982,0.19,d,F,2020-12-09 18:29:43.669998+00:00
60421447,44.6775,-110.0403333,11.37,1607571688.2699986,1.98,d,F,2020-12-10 03:41:28.269999+00:00
60421462,44.777,-111.0081667,4.55,1607608013.4799995,0.94,d,F,2020-12-10 13:46:53.480000+00:00
60421507,44.5625,-110.7593333,9.3,1607632094.62,0.63,d,F,2020-12-10 20:28:14.620000+00:00
60421542,44.7765,-111.0136667,4.34,1607668238.0299988,0.54,d,F,2020-12-11 06:30:38.029999+00:00
60421562,44.7336667,-110.7871667,3.57,1607704279.9799995,0.13,d,F,2020-12-11 16:31:19.980000+00:00
60421567,44.5488333,-109.9945,9.63,1607706065.46,1.17,d,F,2020-12-11 17:01:05.460000+00:00
60421587,44.5471667,-109.9803333,10.93,1607719211.4799995,0.87,d,F,2020-12-11 20:40:11.480000+00:00
60421602,44.4781667,-110.7445,4.15,1607725648.9699993,1.12,l,F,2020-12-11 22:27:28.969999+00:00
60421722,44.5838333,-110.9718333,10.07,1607828798.3600006,0.75,d,F,2020-12-13 03:06:38.360001+00:00
60421742,44.3533333,-110.2786667,9.68,1607850129.0100002,1.06,d,F,2020-12-13 09:02:09.010000+00:00
60421757,44.4265,-110.3011667,7.44,1607856670.12,0.41,d,F,2020-12-13 10:51:10.120000+00:00
60421782,44.673,-110.0451667,13.62,1607893718.6299973,0.95,d,F,2020-12-13 21:08:38.629997+00:00
60421797,44.809,-110.686,6.2,1607896246.1399994,0.74,d,F,2020-12-13 21:50:46.139999+00:00
60421832,44.7218333,-111.1093333,11.41,1607918480.4799995,0.73,l,F,2020-12-14 04:01:20.480000+00:00
60421837,44.7755,-111.0135,4.42,1607920711.58,0.58,d,F,2020-12-14 04:38:31.580000+00:00
60421922,44.429,-110.3008333,7.9,1607982424.15,1.25,d,F,2020-12-14 21:47:04.150000+00:00
60421927,44.4388333,-110.349,1.94,1607983525.67,1.48,d,F,2020-12-14 22:05:25.670000+00:00
60421992,44.3086667,-110.48,7.72,1608048063.9099998,0.88,d,F,2020-12-15 16:01:03.910000+00:00
60422012,44.3131667,-110.4833333,8.13,1608056162.6699998,1.01,d,F,2020-12-15 18:16:02.670000+00:00
60422132,44.6668333,-110.0125,13.26,1608167291.5299995,0.93,d,F,2020-12-17 01:08:11.529999+00:00
60422307,44.6348333,-110.3488333,2.11,1608362015.1499977,0.8,d,F,2020-12-19 07:13:35.149998+00:00
60422317,44.7748333,-111.0266667,5.49,1608373558.3099976,0.87,d,F,2020-12-19 10:25:58.309998+00:00
60422337,44.703,-111.0053333,7.25,1608409071.3099976,0.05,d,F,2020-12-19 20:17:51.309998+00:00
60422442,44.6786667,-110.026,10.13,1608541761.2199993,1.23,d,F,2020-12-21 09:09:21.219999+00:00
60422637,44.1066667,-110.7148333,11.24,1608847173.9300003,2.35,l,F,2020-12-24 21:59:33.930000+00:00
60422647,44.5796667,-110.746,7.47,1608852994.2999992,0.96,d,F,2020-12-24 23:36:34.299999+00:00
60422652,44.5768333,-110.7441667,6.5,1608854771.3199997,0.56,d,F,2020-12-25 00:06:11.320000+00:00
60422657,44.5875,-110.7405,8.2,1608855046.8400002,1.04,d,F,2020-12-25 00:10:46.840000+00:00
60422662,44.5838333,-110.742,7.63,1608855150.0,2.01,l,F,2020-12-25 00:12:30+00:00
60422667,44.6168333,-110.7563333,2.59,1608855105.6299973,1.04,d,F,2020-12-25 00:11:45.629997+00:00
60422677,44.5765,-110.7503333,5.83,1608855670.1599998,1.14,d,F,2020-12-25 00:21:10.160000+00:00
60422682,44.583,-110.7281667,3.84,1608855586.7799988,0.64,d,F,2020-12-25 00:19:46.779999+00:00
60422687,44.5781667,-110.7451667,5.93,1608855815.3899994,0.61,d,F,2020-12-25 00:23:35.389999+00:00
60422692,44.594,-110.7365,8.32,1608855909.4399996,0.92,l,F,2020-12-25 00:25:09.440000+00:00
60422697,44.58,-110.7445,6.85,1608856625.81,0.53,d,F,2020-12-25 00:37:05.810000+00:00
60422702,44.59,-110.7256667,4.18,1608857409.46,0.67,d,F,2020-12-25 00:50:09.460000+00:00
60422707,44.5768333,-110.7438333,6.16,1608860211.7299995,0.37,d,F,2020-12-25 01:36:51.730000+00:00
60422712,44.5815,-110.7446667,7.45,1608860259.959999,0.65,d,F,2020-12-25 01:37:39.959999+00:00
60422717,44.573,-110.7443333,5.12,1608860921.6599998,0.58,d,F,2020-12-25 01:48:41.660000+00:00
60422727,44.5901667,-110.7405,7.75,1608863087.6399994,1.37,l,F,2020-12-25 02:24:47.639999+00:00
60422732,44.5833333,-110.7428333,7.43,1608863197.9399986,1.6,l,F,2020-12-25 02:26:37.939999+00:00
60422737,44.5778333,-110.7446667,7.63,1608863276.7700005,1.42,l,F,2020-12-25 02:27:56.770000+00:00
60422742,44.5785,-110.7421667,7.43,1608863672.1699982,0.92,l,F,2020-12-25 02:34:32.169998+00:00
60422747,44.5811667,-110.744,7.86,1608864867.8400002,1.75,l,F,2020-12-25 02:54:27.840000+00:00
60422752,44.614,-110.7298333,2.5,1608864972.0099993,0.39,d,F,2020-12-25 02:56:12.009999+00:00
60422757,44.5756667,-110.7433333,7.06,1608865099.1099987,0.69,d,F,2020-12-25 02:58:19.109999+00:00
60422762,44.5698333,-110.7481667,2.74,1608869124.1800003,0.5,d,F,2020-12-25 04:05:24.180000+00:00
60422767,44.5805,-110.7383333,5.6,1608869257.3899994,0.86,d,F,2020-12-25 04:07:37.389999+00:00
60422772,44.5758333,-110.7471667,6.69,1608875994.989998,0.35,d,F,2020-12-25 05:59:54.989998+00:00
60422782,44.5781667,-110.7358333,6.02,1608881630.329998,0.4,d,F,2020-12-25 07:33:50.329998+00:00
60422787,44.5726667,-110.7491667,5.72,1608896928.6599998,0.5,d,F,2020-12-25 11:48:48.660000+00:00
60422792,44.572,-110.7491667,6.45,1608899374.2000008,0.72,d,F,2020-12-25 12:29:34.200001+00:00
60422797,44.576,-110.7391667,7.85,1608899771.5999994,0.44,d,F,2020-12-25 12:36:11.599999+00:00
60422807,44.8105,-111.0768333,10.7,1608921376.4899998,0.45,d,F,2020-12-25 18:36:16.490000+00:00
60422822,44.7596667,-111.086,11.64,1608929298.0100002,-0.02,d,F,2020-12-25 20:48:18.010000+00:00
60422887,44.3715,-110.3105,8.27,1609055618.1699982,0.75,d,F,2020-12-27 07:53:38.169998+00:00
60422992,44.7475,-111.1126667,11.24,1609234500.56,0.15,d,F,2020-12-29 09:35:00.560000+00:00
60423032,44.7596667,-111.0155,11.0,1609292795.7299995,1.37,l,F,2020-12-30 01:46:35.730000+00:00
60423072,44.6136667,-110.4393333,5.9,1609380737.3799992,1.09,d,F,2020-12-31 02:12:17.379999+00:00
60423077,44.3331667,-110.5163333,5.86,1609399264.89,1.26,d,F,2020-12-31 07:21:04.890000+00:00
60423082,44.3351667,-110.5195,5.7,1609399868.25,0.86,d,F,2020-12-31 07:31:08.250000+00:00
60423092,44.3316667,-110.5155,5.26,1609400924.1899986,1.02,d,F,2020-12-31 07:48:44.189999+00:00
60423172,44.767,-111.114,10.18,1609544355.38,0.76,d,F,2021-01-01 23:39:15.380000+00:00
60423187,44.7885,-111.009,5.83,1609565678.5,1.47,l,F,2021-01-02 05:34:38.500000+00:00
60423212,44.774,-111.0726667,8.85,1609574969.7799988,0.5,d,F,2021-01-02 08:09:29.779999+00:00
60423217,44.7571667,-111.088,7.7,1609575439.9799995,0.48,d,F,2021-01-02 08:17:19.980000+00:00
60423232,44.7643333,-111.0776667,7.9,1609583876.119999,0.52,d,F,2021-01-02 10:37:56.119999+00:00
60423237,44.7685,-111.0831667,8.34,1609584652.8099976,0.77,d,F,2021-01-02 10:50:52.809998+00:00
60423242,44.47,-110.5771667,5.13,1609603605.3199997,0.91,d,F,2021-01-02 16:06:45.320000+00:00
60423247,44.5336667,-111.0598333,14.84,1609611468.3199997,1.62,l,F,2021-01-02 18:17:48.320000+00:00
60423322,44.7593333,-111.0863333,7.4,1609662205.2799988,0.26,d,F,2021-01-03 08:23:25.279999+00:00
60423342,44.6566667,-111.0663333,12.8,1609692369.6599998,0.57,d,F,2021-01-03 16:46:09.660000+00:00
60423377,44.574,-110.7551667,3.52,1609764972.6799994,0.43,d,F,2021-01-04 12:56:12.679999+00:00
60423382,44.5738333,-110.7486667,6.27,1609765252.0499992,0.91,d,F,2021-01-04 13:00:52.049999+00:00
60423387,44.0986667,-110.5941667,7.2,1609767213.5599976,1.48,d,F,2021-01-04 13:33:33.559998+00:00
60423392,44.5746667,-110.749,6.67,1609773167.8799973,1.19,l,F,2021-01-04 15:12:47.879997+00:00
60423397,44.5763333,-110.7526667,5.85,1609773623.75,1.51,l,F,2021-01-04 15:20:23.750000+00:00
60423402,44.5778333,-110.7541667,6.28,1609774350.869999,0.79,d,F,2021-01-04 15:32:30.869999+00:00
60423407,44.5891667,-110.7481667,4.98,1609778228.4799995,0.71,d,F,2021-01-04 16:37:08.480000+00:00
60423412,44.576,-110.7495,5.76,1609779982.4399986,1.02,d,F,2021-01-04 17:06:22.439999+00:00
60423437,44.5675,-110.7515,4.36,1609791142.6499996,0.33,d,F,2021-01-04 20:12:22.650000+00:00
60423452,44.5851667,-110.7258333,2.1,1609797829.3199997,0.36,d,F,2021-01-04 22:03:49.320000+00:00
60423477,44.5653333,-110.7458333,6.4,1609829090.1699982,0.52,d,F,2021-01-05 06:44:50.169998+00:00
60423482,44.768,-111.078,8.61,1609833232.3999977,0.13,d,F,2021-01-05 07:53:52.399998+00:00
60423497,44.5765,-110.753,7.9,1609844438.489998,0.91,d,F,2021-01-05 11:00:38.489998+00:00
60423502,44.0978333,-110.5891667,6.77,1609847836.6099987,1.03,d,F,2021-01-05 11:57:16.609999+00:00
60423587,44.7561667,-110.6645,2.06,1609938287.0299988,-0.09,d,F,2021-01-06 13:04:47.029999+00:00
60423592,44.7415,-110.6566667,4.72,1609947512.4799995,3.16,l,F,2021-01-06 15:38:32.480000+00:00
60423597,44.6671667,-110.7585,2.56,1609947947.6100006,0.33,d,F,2021-01-06 15:45:47.610001+00:00
60423602,44.7571667,-110.6661667,3.54,1609948047.9699993,0.89,d,F,2021-01-06 15:47:27.969999+00:00
60423607,44.7545,-110.6638333,2.44,1609949478.5599997,1.82,l,F,2021-01-06 16:11:18.560000+00:00
60423612,44.7415,-110.658,4.62,1609950429.29,2.39,l,F,2021-01-06 16:27:09.290000+00:00
60423617,44.7558333,-110.6688333,3.11,1609955336.119999,0.24,d,F,2021-01-06 17:48:56.119999+00:00
60423627,44.7488333,-110.6608333,3.74,1609955726.2399998,1.92,l,F,2021-01-06 17:55:26.240000+00:00
60423667,44.643,-110.9846667,9.67,1609977033.3499985,0.13,d,F,2021-01-06 23:50:33.349998+00:00
60423672,44.7586667,-110.9025,7.92,1609984339.5200005,0.42,d,F,2021-01-07 01:52:19.520000+00:00
60423682,44.7693333,-111.0735,8.22,1609996248.8799973,0.42,d,F,2021-01-07 05:10:48.879997+00:00
60423697,44.4626667,-110.8986667,5.41,1610036269.3400002,1.07,d,F,2021-01-07 16:17:49.340000+00:00
60423702,44.7941667,-110.819,3.19,1610038142.62,1.54,l,F,2021-01-07 16:49:02.620000+00:00
60423917,44.7733333,-111.0896667,8.7,1610358542.78,1.7,l,F,2021-01-11 09:49:02.780000+00:00
60424052,44.7415,-110.853,2.31,1610485969.75,-0.08,d,F,2021-01-12 21:12:49.750000+00:00
60424222,44.7575,-110.8006667,1.43,1610703595.829998,0.33,d,F,2021-01-15 09:39:55.829998+00:00
60424332,44.7656667,-110.8048333,2.04,1610769799.7999992,0.47,d,F,2021-01-16 04:03:19.799999+00:00
60424422,44.3826667,-110.3051667,9.88,1610882453.9699974,0.79,d,F,2021-01-17 11:20:53.969997+00:00
60424577,44.4741667,-110.739,2.44,1611113207.9500008,0.2,d,F,2021-01-20 03:26:47.950001+00:00
60424582,44.461,-110.7585,3.92,1611145962.9699974,1.06,d,F,2021-01-20 12:32:42.969997+00:00
60424642,44.6996667,-110.4395,3.63,1611190993.6799994,1.0,d,F,2021-01-21 01:03:13.679999+00:00
60424677,44.771,-111.0206667,8.97,1611241358.209999,1.34,l,F,2021-01-21 15:02:38.209999+00:00
60424742,44.7905,-111.0816667,6.37,1611292048.6999989,1.08,l,F,2021-01-22 05:07:28.699999+00:00
60424772,44.7876667,-111.0755,6.35,1611335451.1800003,0.72,l,F,2021-01-22 17:10:51.180000+00:00
60424777,44.7823333,-111.0796667,5.65,1611336063.4299998,1.6,l,F,2021-01-22 17:21:03.430000+00:00
60424807,44.796,-111.0761667,6.77,1611362103.06,1.42,l,F,2021-01-23 00:35:03.060000+00:00
60424832,44.7815,-111.0731667,6.77,1611398467.6499996,0.69,d,F,2021-01-23 10:41:07.650000+00:00
60424847,44.7916667,-111.0841667,6.88,1611409639.039999,1.54,l,F,2021-01-23 13:47:19.039999+00:00
60424867,44.6125,-110.7203333,7.75,1611443457.6299973,0.48,d,F,2021-01-23 23:10:57.629997+00:00
60424872,44.617,-110.7271667,4.93,1611444055.2199974,0.45,d,F,2021-01-23 23:20:55.219997+00:00
60424887,44.6071667,-110.7271667,6.84,1611452978.9799995,1.23,l,F,2021-01-24 01:49:38.980000+00:00
60424892,44.615,-110.6996667,11.99,1611459059.579998,0.87,l,F,2021-01-24 03:30:59.579998+00:00
60424897,44.6123333,-110.72,7.76,1611459188.4399996,1.13,l,F,2021-01-24 03:33:08.440000+00:00
60424902,44.6083333,-110.7221667,7.53,1611459215.709999,1.36,l,F,2021-01-24 03:33:35.709999+00:00
60424907,44.6091667,-110.725,6.87,1611459310.08,1.29,l,F,2021-01-24 03:35:10.080000+00:00
60424912,44.6305,-110.7315,2.38,1611459141.7700005,0.87,l,F,2021-01-24 03:32:21.770000+00:00
60424917,44.6108333,-110.717,7.49,1611459272.4799995,0.73,d,F,2021-01-24 03:34:32.480000+00:00
60424922,44.6115,-110.718,8.49,1611459642.0499992,1.74,l,F,2021-01-24 03:40:42.049999+00:00
60424927,44.6175,-110.7255,6.08,1611459809.9099998,0.38,d,F,2021-01-24 03:43:29.910000+00:00
60424932,44.6108333,-110.715,8.74,1611459939.2799988,0.5,d,F,2021-01-24 03:45:39.279999+00:00
60424937,44.6155,-110.7298333,5.3,1611460251.7799988,1.75,l,F,2021-01-24 03:50:51.779999+00:00
60424942,44.6061667,-110.7265,6.48,1611460983.79,1.29,l,F,2021-01-24 04:03:03.790000+00:00
60424947,44.613,-110.7153333,8.21,1611461152.2199974,1.44,l,F,2021-01-24 04:05:52.219997+00:00
60424952,44.6146667,-110.719,7.32,1611461356.9099998,2.05,l,F,2021-01-24 04:09:16.910000+00:00
60424962,44.6173333,-110.7321667,6.64,1611464894.4699993,1.51,l,F,2021-01-24 05:08:14.469999+00:00
60424967,44.7948333,-111.0766667,7.01,1611466984.0299995,0.68,l,F,2021-01-24 05:43:04.029999+00:00
60424972,44.7525,-110.8015,0.43,1611467826.1799998,0.02,d,F,2021-01-24 05:57:06.180000+00:00
60424977,44.3216667,-110.2876667,9.4,1611476710.0999994,1.24,d,F,2021-01-24 08:25:10.099999+00:00
60425057,44.518,-111.122,14.96,1611539759.5699997,0.25,d,F,2021-01-25 01:55:59.570000+00:00
60425072,44.7846667,-111.066,6.19,1611590124.709999,0.81,d,F,2021-01-25 15:55:24.709999+00:00
60425087,44.6263333,-110.3521667,5.33,1611599221.53,0.88,d,F,2021-01-25 18:27:01.530000+00:00
60425257,44.773,-111.0796667,5.23,1611781489.6599998,0.23,d,F,2021-01-27 21:04:49.660000+00:00
60425277,44.6546667,-110.4371667,5.03,1611783583.5200005,1.99,l,F,2021-01-27 21:39:43.520000+00:00
60425322,44.6746667,-110.0363333,13.61,1611821734.4799995,1.56,d,F,2021-01-28 08:15:34.480000+00:00
60425452,44.6533333,-111.1105,8.72,1612107863.75,0.92,d,F,2021-01-31 15:44:23.750000+00:00
60425462,44.6538333,-111.1105,7.92,1612109411.9899998,0.61,d,F,2021-01-31 16:10:11.990000+00:00
60425482,44.652,-111.1158333,9.28,1612128849.9899998,0.52,d,F,2021-01-31 21:34:09.990000+00:00
60425492,44.8121667,-111.0128333,8.95,1612129078.829998,0.01,d,F,2021-01-31 21:37:58.829998+00:00
60425497,44.6538333,-111.1033333,8.25,1612131676.6999989,0.49,d,F,2021-01-31 22:21:16.699999+00:00
60425502,44.5958333,-110.9115,12.52,1612132137.0099983,0.36,d,F,2021-01-31 22:28:57.009998+00:00
60425562,44.654,-111.104,7.84,1612216486.289997,0.69,d,F,2021-02-01 21:54:46.289997+00:00
60425632,44.6858333,-109.9821667,17.46,1612260535.6299973,2.42,l,F,2021-02-02 10:08:55.629997+00:00
60425842,44.6778333,-110.0503333,11.74,1612427384.0599976,0.8,d,F,2021-02-04 08:29:44.059998+00:00
60425847,44.7371667,-110.7851667,2.51,1612427558.9699974,0.06,d,F,2021-02-04 08:32:38.969997+00:00
60425857,44.652,-111.1141667,9.16,1612441810.2299995,2.28,l,F,2021-02-04 12:30:10.230000+00:00
60425862,44.6663333,-111.1006667,7.75,1612442479.4399986,0.48,d,F,2021-02-04 12:41:19.439999+00:00
60425867,44.652,-111.105,8.95,1612447461.2700005,0.51,d,F,2021-02-04 14:04:21.270000+00:00
60425892,44.646,-111.0801667,10.41,1612472551.8899994,0.76,d,F,2021-02-04 21:02:31.889999+00:00
60425912,44.6513333,-111.1116667,8.27,1612486612.7199974,2.08,l,F,2021-02-05 00:56:52.719997+00:00
60425917,44.6531667,-111.0953333,9.21,1612487001.3099997,0.59,d,F,2021-02-05 01:03:21.310000+00:00
60425927,44.66,-111.1073333,8.25,1612487512.0699997,0.81,d,F,2021-02-05 01:11:52.070000+00:00
60425947,44.7895,-111.0646667,5.36,1612506435.7599993,0.66,d,F,2021-02-05 06:27:15.759999+00:00
60426037,44.6525,-110.4336667,5.44,1612562222.12,1.62,l,F,2021-02-05 21:57:02.120000+00:00
60426062,44.6561667,-111.1086667,9.23,1612569681.33,0.52,d,F,2021-02-06 00:01:21.330000+00:00
60426287,44.6498333,-111.1146667,9.69,1612855123.2599983,2.21,l,F,2021-02-09 07:18:43.259998+00:00
60426297,44.6485,-111.1088333,8.09,1612868717.4400003,0.7,d,F,2021-02-09 11:05:17.440000+00:00
60426312,44.648,-111.1093333,8.48,1612900720.3499985,1.42,l,F,2021-02-09 19:58:40.349998+00:00
60426357,44.6478333,-111.0898333,9.38,1612911824.4799995,0.76,d,F,2021-02-09 23:03:44.480000+00:00
60426392,44.6153333,-110.7643333,2.85,1612931030.0599976,0.75,d,F,2021-02-10 04:23:50.059998+00:00
60426412,44.6461667,-111.0973333,7.23,1612951247.0299988,0.56,d,F,2021-02-10 10:00:47.029999+00:00
60426472,44.6028333,-110.9298333,9.84,1612986207.8099997,-0.01,d,F,2021-02-10 19:43:27.810000+00:00
60426477,44.5986667,-110.9196667,9.95,1612987676.739998,0.31,d,F,2021-02-10 20:07:56.739998+00:00
60426497,44.64,-111.09,0.02,1612991164.29,0.62,d,F,2021-02-10 21:06:04.290000+00:00
60426682,44.806,-110.363,2.69,1613146925.0,0.53,d,F,2021-02-12 16:22:05+00:00
60426687,44.4715,-110.4095,3.04,1613148274.0099983,1.1,d,F,2021-02-12 16:44:34.009998+00:00
60426727,44.4798333,-110.4058333,3.89,1613166982.5599997,1.34,d,F,2021-02-12 21:56:22.560000+00:00
60426752,44.6756667,-110.0386667,12.55,1613182923.58,1.2,d,F,2021-02-13 02:22:03.580000+00:00
60426762,44.6573333,-111.1,9.27,1613187324.2199993,0.31,d,F,2021-02-13 03:35:24.219999+00:00
60426767,44.6565,-111.1058333,8.44,1613189139.9099998,0.64,d,F,2021-02-13 04:05:39.910000+00:00
60426782,44.6565,-111.1066667,7.73,1613198219.3499985,0.64,d,F,2021-02-13 06:36:59.349998+00:00
60426812,44.6538333,-111.1061667,9.29,1613232834.329998,0.68,d,F,2021-02-13 16:13:54.329998+00:00
60426832,44.7891667,-111.0286667,7.92,1613241450.1599998,0.68,d,F,2021-02-13 18:37:30.160000+00:00
60426962,44.4918333,-110.3985,2.04,1613285073.1100006,1.91,l,F,2021-02-14 06:44:33.110001+00:00
60427107,44.4803333,-110.3986667,4.46,1613416274.8099997,0.88,d,F,2021-02-15 19:11:14.810000+00:00
60427172,44.66,-111.0916667,8.08,1613517169.8799973,0.94,l,F,2021-02-16 23:12:49.879997+00:00
60427177,44.4571667,-110.9456667,7.78,1613519120.8400002,1.61,l,F,2021-02-16 23:45:20.840000+00:00
60427267,44.5773333,-110.6698333,6.34,1613601186.1,0.9,d,F,2021-02-17 22:33:06.100000+00:00
60427372,44.3996667,-110.5943333,2.62,1613767295.790001,1.24,d,F,2021-02-19 20:41:35.790001+00:00
60427472,44.4601667,-110.8996667,4.32,1614010776.829998,0.8,d,F,2021-02-22 16:19:36.829998+00:00
60427477,44.7348333,-110.786,2.55,1614016393.63,-0.02,d,F,2021-02-22 17:53:13.630000+00:00
60427617,44.7341667,-110.7868333,2.42,1614129820.4500008,0.63,d,F,2021-02-24 01:23:40.450001+00:00
60427632,44.731,-110.7705,8.98,1614144066.87,1.24,l,F,2021-02-24 05:21:06.870000+00:00
60427637,44.7365,-110.7818333,2.51,1614144164.3799973,0.5,d,F,2021-02-24 05:22:44.379997+00:00
60427852,44.7498333,-111.0538333,6.55,1614324778.1499977,0.31,d,F,2021-02-26 07:32:58.149998+00:00
60427857,44.7826667,-110.8106667,1.81,1614333683.4699993,0.19,d,F,2021-02-26 10:01:23.469999+00:00
60427927,44.749,-111.0526667,6.35,1614406133.0599976,0.85,l,F,2021-02-27 06:08:53.059998+00:00
60427932,44.2255,-110.6326667,8.03,1614417927.83,0.76,d,F,2021-02-27 09:25:27.830000+00:00
60427937,44.2256667,-110.6335,4.35,1614418015.8999977,0.71,d,F,2021-02-27 09:26:55.899998+00:00
60427942,44.2241667,-110.612,2.27,1614418140.18,1.0,d,F,2021-02-27 09:29:00.180000+00:00
60427947,44.2255,-110.6301667,7.07,1614418706.33,0.85,d,F,2021-02-27 09:38:26.330000+00:00
60427987,44.7336667,-110.7865,2.17,1614453974.5,0.33,d,F,2021-02-27 19:26:14.500000+00:00
60428102,44.7961667,-110.8183333,3.55,1614609012.5199995,0.21,d,F,2021-03-01 14:30:12.520000+00:00
60428127,44.5946667,-110.9631667,10.78,1614634968.9399986,1.65,l,F,2021-03-01 21:42:48.939999+00:00
60428162,44.7361667,-110.7865,2.3,1614658919.1499977,0.15,d,F,2021-03-02 04:21:59.149998+00:00
60428172,44.7483333,-110.8338333,5.56,1614686572.5099983,1.49,l,F,2021-03-02 12:02:52.509998+00:00
60428182,44.6873333,-110.7943333,5.21,1614697887.7799988,0.85,l,F,2021-03-02 15:11:27.779999+00:00
60428272,44.659,-110.0241667,11.21,1614744728.62,1.15,d,F,2021-03-03 04:12:08.620000+00:00
60428347,44.8241667,-110.4488333,7.63,1614807099.8199997,2.38,l,F,2021-03-03 21:31:39.820000+00:00
60428352,44.3718333,-111.0391667,2.77,1614808027.94,0.95,d,F,2021-03-03 21:47:07.940000+00:00
60428532,44.6836667,-110.4083333,5.52,1614967368.7599983,1.34,l,F,2021-03-05 18:02:48.759998+00:00
60428537,44.7228333,-110.4351667,4.68,1614967407.959999,-0.01,d,F,2021-03-05 18:03:27.959999+00:00
60428642,44.627,-110.3473333,5.38,1615028456.869999,1.07,d,F,2021-03-06 11:00:56.869999+00:00
60428732,44.7931667,-110.817,2.45,1615106441.3199997,0.94,l,F,2021-03-07 08:40:41.320000+00:00
60428762,44.7978333,-111.1245,7.25,1615139519.9399986,0.69,l,F,2021-03-07 17:51:59.939999+00:00
60428812,44.8066667,-110.9631667,5.72,1615193021.1499977,0.62,d,F,2021-03-08 08:43:41.149998+00:00
60428832,44.504,-111.0255,15.66,1615228549.489998,0.49,d,F,2021-03-08 18:35:49.489998+00:00
60428917,44.5788333,-110.916,10.5,1615308794.1999998,0.63,d,F,2021-03-09 16:53:14.200000+00:00
60428932,44.5088333,-111.0265,16.35,1615315113.3600006,0.1,d,F,2021-03-09 18:38:33.360001+00:00
60428962,44.58,-110.9128333,11.96,1615325359.2999992,1.83,l,F,2021-03-09 21:29:19.299999+00:00
60428972,44.6673333,-110.4648333,4.43,1615327914.329998,1.52,l,F,2021-03-09 22:11:54.329998+00:00
60428987,44.5826667,-110.9146667,12.4,1615338885.8499985,1.53,l,F,2021-03-10 01:14:45.849998+00:00
60429002,44.616,-110.8903333,8.23,1615347770.6499977,-0.09,d,F,2021-03-10 03:42:50.649998+00:00
60429007,44.7541667,-110.9565,7.61,1615349691.3600006,1.16,l,F,2021-03-10 04:14:51.360001+00:00
60429022,44.582,-110.9105,12.03,1615378554.1399994,0.83,l,F,2021-03-10 12:15:54.139999+00:00
60429027,44.7445,-110.9381667,2.46,1615382746.8799973,0.19,d,F,2021-03-10 13:25:46.879997+00:00
60429052,44.5838333,-110.9008333,9.52,1615409236.7600002,-0.04,d,F,2021-03-10 20:47:16.760000+00:00
60429077,44.5785,-110.904,11.34,1615428704.9199982,0.05,d,F,2021-03-11 02:11:44.919998+00:00
60429087,44.5011667,-111.0201667,15.36,1615458611.58,0.69,d,F,2021-03-11 10:30:11.580000+00:00
60429092,44.4996667,-111.0266667,15.11,1615462042.0499992,0.89,d,F,2021-03-11 11:27:22.049999+00:00
60429097,44.495,-111.021,14.04,1615472000.2399998,1.03,l,F,2021-03-11 14:13:20.240000+00:00
60429102,44.5843333,-110.9091667,11.32,1615473813.4699974,0.86,l,F,2021-03-11 14:43:33.469997+00:00
60429132,44.8116667,-110.4505,9.32,1615502156.6699982,1.64,l,F,2021-03-11 22:35:56.669998+00:00
60429142,44.7545,-110.9646667,8.54,1615512043.829998,2.07,l,F,2021-03-12 01:20:43.829998+00:00
60429147,44.579,-110.8935,12.35,1615525345.3500004,0.37,d,F,2021-03-12 05:02:25.350000+00:00
60429172,44.5848333,-110.887,11.57,1615578195.8099997,-0.09,d,F,2021-03-12 19:43:15.810000+00:00
60429187,44.5806667,-110.9041667,11.53,1615594632.0699997,0.29,d,F,2021-03-13 00:17:12.070000+00:00
60429202,44.7466667,-110.6755,2.73,1615613222.54,2.12,l,F,2021-03-13 05:27:02.540000+00:00
60429277,44.5785,-110.901,10.47,1615715721.7999992,0.37,d,F,2021-03-14 09:55:21.799999+00:00
60429432,44.582,-110.908,11.75,1615925855.880001,0.94,l,F,2021-03-16 20:17:35.880001+00:00
60429457,44.7806667,-111.0245,7.72,1615938625.5299988,0.95,l,F,2021-03-16 23:50:25.529999+00:00
