evid,event_lat,event_lon,event_depth,magnitude,magnitude_type,origin_time
60071932,44.7988333,-110.76316670000001,6.48,1.11,l,1401896999.26
60071942,44.787,-110.7615,2.02,1.05,l,1401897054.62
60071947,44.815,-110.74683329999999,7.45,1.1,l,1401897348.48
60071952,44.7886667,-110.76916670000001,4.8,0.98,l,1401897694.38
60071972,44.79,-110.76183329999999,2.21,0.97,d,1401903519.03
60071977,44.8011667,-110.77133329999998,5.3,1.39,l,1401903629.04
60071982,44.7981667,-110.76116670000002,5.22,1.04,d,1401904150.83
60071987,44.789333299999996,-110.76216670000001,4.81,2.13,l,1401904607.03
60072042,44.7916667,-110.77133329999998,5.29,1.77,l,1401912006.88
60072047,44.7921667,-110.76483329999999,4.74,0.81,d,1401912769.03
60072072,44.8205,-110.744,7.74,1.28,l,1401916489.36
60072082,44.7853333,-110.77466670000001,1.9,0.8,d,1401916885.85
60072087,44.787,-110.7646667,9.2,3.38,l,1401916951.63
60072102,44.7351667,-110.79700000000001,7.98,0.98,l,1401920245.5
60072112,44.7813333,-110.76933329999999,3.12,1.52,l,1401926032.73
60072117,44.792,-110.78316670000001,3.22,0.99,d,1401930299.44
60072122,44.801333299999996,-110.7825,4.05,1.2,l,1401930544.57
60072157,44.788166700000005,-110.75783329999999,4.26,0.54,d,1401948343.27
60072282,44.8138333,-110.74583329999999,7.46,0.43,d,1401999920.79
60072292,44.8258333,-110.74616670000002,7.44,0.47,d,1402017574.54
60072297,44.818000000000005,-110.75266670000002,8.66,1.48,l,1402018357.11
60072312,44.79,-110.76566670000001,4.45,1.45,l,1402023955.68
60072342,44.799833299999996,-110.76899999999999,5.63,0.59,d,1402055022.55
60072352,44.7986667,-110.74799999999999,5.22,1.21,l,1402060356.61
60072457,44.7943333,-110.75883329999999,4.71,1.13,l,1402127632.1
60072512,44.796833299999996,-110.75533329999999,5.82,1.17,l,1402163340.82
60072527,44.8155,-110.7383333,7.31,1.13,l,1402174505.33
60072532,44.828,-110.73616670000001,7.81,1.07,d,1402176307.88
60072582,44.7905,-110.76383329999999,4.9,1.58,l,1402256803.72
60072592,44.7926667,-110.7575,4.47,1.12,l,1402274920.04
60072612,44.791166700000005,-110.76799999999999,4.82,2.19,l,1402303426.35
60072792,44.8666667,-110.68583329999998,3.55,1.77,l,1402448950.85
60072827,44.7988333,-110.76633329999999,6.17,1.38,l,1402468809.92
60073092,44.8035,-110.75766670000002,5.58,1.59,l,1402606427.25
60073437,44.819166700000004,-110.74816670000001,7.7,1.21,l,1402806499.14
60073962,44.7831667,-110.68683329999999,3.8,0.11,d,1403178987.14
60073967,44.788000000000004,-110.68333329999999,4.65,1.75,l,1403179164.33
60074752,44.7853333,-110.7695,4.39,0.69,d,1403709871.86
