Evid,EqLat,EqLon,EqDepSL,EqOt,CatMag,CatMagType,Date,Event-Mean-YPML,Event-Median-YPML,Event-Mean-YPML-S,Event-Median-YPML-S
60428962.0,44.58,-110.9128333,11.96,1615325359.2999992,1.83,l,2021-03-09 21:29:19.299999+00:00,1.7070572247725446,1.686985968250709,1.7101049989475448,1.6945934594180834
60428972.0,44.6673333,-110.4648333,4.43,1615327914.329998,1.52,l,2021-03-09 22:11:54.329998+00:00,0.7317485144206421,0.7317485144206421,0.7607138372206422,0.7607138372206422
60428987.0,44.5826667,-110.9146667,12.4,1615338885.8499985,1.53,l,2021-03-10 01:14:45.849998+00:00,1.4323995944973915,1.528516106890932,1.471718211377392,1.5637228801622145
60429007.0,44.7541667,-110.9565,7.61,1615349691.3600006,1.16,l,2021-03-10 04:14:51.360001+00:00,1.109125506296963,1.1647543821610775,1.1138257697969631,1.0920894963458625
60429022.0,44.582,-110.9105,12.03,1615378554.1399994,0.83,l,2021-03-10 12:15:54.139999+00:00,0.8602950683651424,0.8286485124120748,0.8649953318651424,0.8884888518120748
60429097.0,44.495,-111.021,14.04,1615472000.2399998,1.03,l,2021-03-11 14:13:20.240000+00:00,1.3475167888331514,1.3475167888331514,1.3246470143831517,1.3246470143831517
60429102.0,44.5843333,-110.9091667,11.32,1615473813.4699974,0.86,l,2021-03-11 14:43:33.469997+00:00,0.8548268461798245,0.8362202233601144,0.8595271096798246,0.8960605627601144
60429132.0,44.8116667,-110.4505,9.32,1615502156.6699982,1.64,l,2021-03-11 22:35:56.669998+00:00,1.2221310279617157,1.2221310279617157,1.2510963507617157,1.2510963507617157
60429142.0,44.7545,-110.9646667,8.54,1615512043.829998,2.07,l,2021-03-12 01:20:43.829998+00:00,1.859881369382391,1.895774653189887,1.899199986262391,1.8938649593898869
60429202.0,44.7466667,-110.6755,2.73,1615613222.54,2.12,l,2021-03-13 05:27:02.540000+00:00,1.1364948285096348,1.1364948285096348,1.1654601513096348,1.1654601513096348
60429432.0,44.582,-110.908,11.75,1615925855.880001,0.94,l,2021-03-16 20:17:35.880001+00:00,0.9568436073006276,0.984363195651956,0.9615438708006278,1.044203535051956
60429457.0,44.7806667,-111.0245,7.72,1615938625.5299988,0.95,l,2021-03-16 23:50:25.529999+00:00,0.9079335145228624,0.9079335145228624,0.8850637400728623,0.8850637400728623
60429507.0,44.6288333,-110.684,5.16,1616001500.0299988,1.36,l,2021-03-17 17:18:20.029999+00:00,1.0516654293498544,1.101614096505372,1.0547132035248543,1.049702541705372
60429517.0,44.6255,-110.682,5.54,1616002876.1800003,1.78,l,2021-03-17 17:41:16.180000+00:00,1.494962609695813,1.5309383651156518,1.4980103838708132,1.4790268103156516
60429657.0,44.778,-110.791,3.31,1616135534.71,1.37,l,2021-03-19 06:32:14.710000+00:00,1.088645681303508,1.071915534738525,1.091693455478508,1.1004426580548772
60429667.0,44.7788333,-110.7893333,3.9,1616140451.7799995,1.17,l,2021-03-19 07:54:11.779999+00:00,0.8384354752210846,0.7567226902655224,0.8237745518210846,0.7912466567996344
60429737.0,44.779,-110.7925,4.43,1616194856.7199974,1.95,l,2021-03-19 23:00:56.719997+00:00,1.6880296712637752,1.693654432898867,1.6910774454387751,1.6773236466771042
60429792.0,44.7161667,-110.9995,9.15,1616227235.2199974,0.93,l,2021-03-20 08:00:35.219997+00:00,0.8535107115223551,0.7992423485031173,0.858210975022355,0.755432111770157
60430017.0,44.7486667,-110.8231667,5.88,1616494643.8099997,0.99,l,2021-03-23 10:17:23.810000+00:00,0.8053352393850867,0.8053352393850867,0.7842987011850866,0.7842987011850866
60430337.0,44.6751667,-110.0233333,13.04,1616695260.3,2.3,l,2021-03-25 18:01:00.300000+00:00,2.419704471458409,2.357194284737537,2.344040676425076,2.258849979143748
60430362.0,44.7455,-111.009,7.73,1616702210.459999,0.72,l,2021-03-25 19:56:50.459999+00:00,0.6412305849822093,0.6412305849822093,0.6183608105322094,0.6183608105322094
60430412.0,44.4593333,-110.996,12.47,1616773806.2399998,1.11,l,2021-03-26 15:50:06.240000+00:00,1.278982310062874,1.278982310062874,1.320226596012874,1.320226596012874
60430417.0,44.4463333,-110.9828333,10.96,1616773890.3499985,1.1,l,2021-03-26 15:51:30.349998+00:00,1.0963410800072928,0.9722856570866996,1.143784050440626,1.1566876447866996
60430427.0,44.4546667,-110.9868333,10.31,1616774399.959999,0.69,l,2021-03-26 15:59:59.959999+00:00,0.8284788307009132,0.8284788307009132,0.8697231166509133,0.8697231166509133
60430432.0,44.44,-111.0015,5.32,1616774845.6299992,0.86,l,2021-03-26 16:07:25.629999+00:00,0.8622515481824871,0.8622515481824871,0.903495834132487,0.903495834132487
60430437.0,44.4461667,-111.0075,9.49,1616774845.5299988,0.86,l,2021-03-26 16:07:25.529999+00:00,0.9788495208288022,0.9788495208288022,1.020093806778802,1.020093806778802
60430452.0,44.4476667,-110.9636667,12.13,1616783515.9300003,0.7,l,2021-03-26 18:31:55.930000+00:00,0.8697120448993315,0.8697120448993315,0.9109563308493316,0.9109563308493316
60430497.0,44.7425,-110.4823333,3.32,1616800161.7399998,1.7,l,2021-03-26 23:09:21.740000+00:00,0.8241183434864903,0.8241183434864903,0.8530836662864902,0.8530836662864902
60431367.0,44.5111667,-110.7781667,5.13,1617180999.8600006,1.78,l,2021-03-31 08:56:39.860001+00:00,1.486387904200684,1.473871698871083,1.5214927085756842,1.475549879226048
60431577.0,44.4138333,-110.9716667,11.19,1617316830.119999,1.26,l,2021-04-01 22:40:30.119999+00:00,1.383941308134495,1.383941308134495,1.4251855940844949,1.4251855940844949
60431582.0,44.4438333,-111.0135,6.31,1617318031.289999,1.13,l,2021-04-01 23:00:31.289999+00:00,1.124398630666114,1.0948753071887432,1.1706194435994477,1.269146338831482
60432192.0,44.796,-111.0158333,7.54,1617845206.2000008,0.63,l,2021-04-08 01:26:46.200001+00:00,0.5313101119469003,0.4913524240559948,0.5360103754469002,0.3894390082559947
60432217.0,44.7565,-110.6218333,3.13,1617888255.5199995,1.55,l,2021-04-08 13:24:15.520000+00:00,1.0086105938706151,0.9794071801050384,0.9939496704706152,0.9238938773679972
60432797.0,44.5863333,-110.3878333,2.9,1618347800.0900002,1.41,l,2021-04-13 21:03:20.090000+00:00,0.968865001841158,0.968865001841158,0.997830324641158,0.997830324641158
60433442.0,44.7661667,-110.4878333,4.85,1619023138.6499977,2.24,l,2021-04-21 16:38:58.649998+00:00,1.4638627150872452,1.4638627150872452,1.4928280378872452,1.4928280378872452
60434112.0,44.5875,-110.7355,7.19,1619428102.5,1.1,l,2021-04-26 09:08:22.500000+00:00,0.9256343925672148,0.9158269017058392,0.9109734691672148,0.9756672411058392
60434117.0,44.587,-110.739,8.13,1619428349.4699993,1.29,l,2021-04-26 09:12:29.469999+00:00,1.140389341417435,1.178986144079157,1.143437115592435,1.156116369629157
60434182.0,44.1766667,-110.3353333,10.39,1619463484.71,2.08,l,2021-04-26 18:58:04.710000+00:00,2.249076741846047,2.130525801610476,2.1943043253317613,2.1866996685104763
60434222.0,44.7476667,-111.2003333,12.67,1619471799.5099983,1.0,l,2021-04-26 21:16:39.509998+00:00,1.0359832892865146,1.1220836114021062,1.0406835527865148,1.0201701956021063
60434227.0,44.7593333,-111.1221667,11.0,1619472512.8199997,0.43,l,2021-04-26 21:28:32.820000+00:00,0.5297414402961438,0.5297414402961438,0.5068716658461437,0.5068716658461437
60434272.0,44.8121667,-110.8941667,10.65,1619514472.4699974,2.48,l,2021-04-27 09:07:52.469997+00:00,2.4207224840390142,2.4087544797094638,2.4818213314390145,2.513957283287126
60434602.0,44.4208333,-110.3088333,7.57,1619699413.9799995,1.19,l,2021-04-29 12:30:13.980000+00:00,1.2934880075663588,1.2934880075663588,1.272451469366359,1.272451469366359
60434632.0,44.7325,-111.1016667,11.39,1619738584.58,0.59,l,2021-04-29 23:23:04.580000+00:00,0.6175296300694573,0.6175296300694573,0.5946598556194572,0.5946598556194572
60435252.0,44.7431667,-110.904,7.68,1620360956.0,1.52,l,2021-05-07 04:15:56+00:00,1.3971595428292205,1.4002990747790744,1.4018598063292205,1.4564729416790745
60435257.0,44.741,-110.8971667,4.78,1620361579.2199993,0.77,l,2021-05-07 04:26:19.219999+00:00,0.587481557967903,0.6468773416717466,0.592181821467903,0.7030512085717466
60435447.0,44.776,-110.8956667,7.84,1620437460.09,0.98,l,2021-05-08 01:31:00.090000+00:00,0.935190185194456,0.935190185194456,0.914153646994456,0.914153646994456
60435452.0,44.734,-110.8893333,1.97,1620437647.83,0.73,l,2021-05-08 01:34:07.830000+00:00,0.4241340426048599,0.4241340426048599,0.4030975044048599,0.4030975044048599
60435457.0,44.7448333,-110.9048333,8.06,1620439127.2299995,1.22,l,2021-05-08 01:58:47.230000+00:00,1.1163872977584088,1.1173317400497698,1.121087561258409,1.1735056069497698
60435462.0,44.7446667,-110.899,7.23,1620441323.7799988,1.43,l,2021-05-08 02:35:23.779999+00:00,1.3011325706108596,1.2500968425672496,1.3058328341108594,1.2779464997060872
60435472.0,44.7523333,-110.903,8.27,1620441967.3799996,1.11,l,2021-05-08 02:46:07.380000+00:00,1.0274262305239363,1.0011572740599557,1.0321264940239363,1.0573311409599555
60435477.0,44.7343333,-110.8906667,1.99,1620442040.8199997,0.7,l,2021-05-08 02:47:20.820000+00:00,0.4426883001745739,0.5679700552338716,0.4473885636745739,0.6241439221338716
60435517.0,44.601,-110.7293333,9.44,1620470862.369999,0.9,l,2021-05-08 10:47:42.369999+00:00,0.8967778763146992,0.8425698255338525,0.901478139814699,0.9024101649338524
60435522.0,44.5698333,-110.7503333,4.84,1620471813.130001,0.67,l,2021-05-08 11:03:33.130001+00:00,0.7164453801221227,0.7164453801221227,0.6954088419221226,0.6954088419221226
60435672.0,44.7018333,-110.8098333,3.38,1620659562.6599998,1.08,l,2021-05-10 15:12:42.660000+00:00,0.6977428683289254,0.6977428683289254,0.6767063301289253,0.6767063301289253
60435762.0,44.743,-111.2365,10.74,1620742110.5900002,1.09,l,2021-05-11 14:08:30.590000+00:00,1.0224896240115733,0.8215011816852402,1.0271898875115733,0.8489365009370533
60435882.0,44.6578333,-110.4128333,2.34,1620851192.5200005,1.1,l,2021-05-12 20:26:32.520000+00:00,0.4388172046458906,0.4388172046458906,0.4677825274458906,0.4677825274458906
60435942.0,44.793,-110.8981667,5.01,1620935445.3999977,1.59,l,2021-05-13 19:50:45.399998+00:00,1.3957154940019023,1.3844445293515322,1.3987632681769029,1.4424516325015322
60436362.0,44.7361667,-110.6331667,5.44,1621343284.6599998,2.2,l,2021-05-18 13:08:04.660000+00:00,1.253574094551427,1.253574094551427,1.282539417351427,1.282539417351427
60436372.0,44.7263333,-110.64,6.21,1621349330.5999985,2.1,l,2021-05-18 14:48:50.599998+00:00,1.190868168993282,1.190868168993282,1.2198334917932818,1.2198334917932818
60436377.0,44.7253333,-110.6325,6.39,1621349380.1299973,2.01,l,2021-05-18 14:49:40.129997+00:00,1.7095286831342955,1.7425509902469885,1.745966902474296,1.6406375744469883
60436612.0,44.7903333,-110.8928333,4.91,1621516682.14,0.61,l,2021-05-20 13:18:02.140000+00:00,0.5185703910664134,0.5207404632801642,0.5232706545664135,0.5769143301801642
60437607.0,44.3116667,-110.5986667,3.63,1621768796.5999985,2.28,l,2021-05-23 11:19:56.599998+00:00,2.1410864428404235,2.1440531736463195,2.1761912472154235,2.125601829646059
60437617.0,44.3095,-110.5921667,5.17,1621770781.9499998,2.54,l,2021-05-23 11:53:01.950000+00:00,2.46731002558624,2.5715871130792425,2.5066286424662403,2.6220497271252223
60437672.0,44.6373333,-110.9101667,10.55,1621822630.2299995,1.2,l,2021-05-24 02:17:10.230000+00:00,1.227108547721827,1.227108547721827,1.2060720095218271,1.2060720095218271
60437927.0,44.767,-110.9081667,5.19,1622062930.63,0.56,l,2021-05-26 21:02:10.630000+00:00,0.4462283596616752,0.4462283596616752,0.4251918214616752,0.4251918214616752
60438022.0,44.7798333,-110.8041667,4.7,1622174852.209999,0.85,l,2021-05-28 04:07:32.209999+00:00,0.6929247653152373,0.6929247653152373,0.6718882271152372,0.6718882271152372
60438032.0,44.5423333,-110.8136667,8.91,1622202137.2199993,0.62,l,2021-05-28 11:42:17.219999+00:00,0.6586642400645252,0.6586642400645252,0.6999085260145252,0.6999085260145252
60438142.0,44.4763333,-110.4355,5.99,1622369785.9300003,1.43,l,2021-05-30 10:16:25.930000+00:00,1.4686108773879991,1.4686108773879991,1.4475743391879994,1.4475743391879994
60438152.0,44.4718333,-110.434,2.21,1622370898.0099983,1.33,l,2021-05-30 10:34:58.009998+00:00,1.050617843772476,1.050617843772476,1.172739007322476,1.172739007322476
60438267.0,44.0233333,-110.8015,10.32,1622520165.039997,1.54,l,2021-06-01 04:02:45.039997+00:00,1.9383566807882116,1.9383566807882116,1.915486906338212,1.915486906338212
60438332.0,44.6813333,-110.006,14.97,1622607662.15,2.67,l,2021-06-02 04:21:02.150000+00:00,2.6406369397554963,2.5770148626610494,2.6436847139304964,2.609548824871625
60438722.0,44.5855,-110.4868333,5.3,1622989409.1899986,1.67,l,2021-06-06 14:23:29.189999+00:00,1.4422600417995308,1.4419652761770032,1.427599118399531,1.452471263159961
60438812.0,44.7836667,-111.2113333,9.71,1623038856.6899986,1.19,l,2021-06-07 04:07:36.689999+00:00,1.0765141353360397,1.0937255564880697,1.0812143988360394,1.1498994233880695
60438917.0,44.67,-111.0473333,4.65,1623142575.92,0.71,l,2021-06-08 08:56:15.920000+00:00,0.4711877122180202,0.4711877122180202,0.4483179377680202,0.4483179377680202
60439057.0,44.7531667,-111.1766667,8.36,1623230013.6800003,0.61,l,2021-06-09 09:13:33.680000+00:00,0.5493755974626411,0.5493755974626411,0.5265058230126411,0.5265058230126411
60439097.0,44.6426667,-110.7405,4.9,1623251867.3400002,1.0,l,2021-06-09 15:17:47.340000+00:00,0.7697868016386328,0.9196478694121027,0.7744870651386329,0.9678095750511196
60439657.0,44.799,-110.9788333,6.55,1623379035.3399992,0.89,l,2021-06-11 02:37:15.339999+00:00,0.6662894149661934,0.6662894149661934,0.7242965181161934,0.7242965181161934
60439682.0,44.7915,-110.9821667,7.21,1623389412.0500002,0.88,l,2021-06-11 05:30:12.050000+00:00,0.8355610852613498,0.7045860580114642,0.8402613487613498,0.7578712868099824
60439897.0,44.6795,-110.763,5.72,1623621024.5199986,1.35,l,2021-06-13 21:50:24.519999+00:00,1.1481628180023984,1.2069319727196213,1.1956057884357318,1.1259518607461754
60439907.0,44.6795,-110.7636667,6.12,1623622101.039999,1.79,l,2021-06-13 22:08:21.039999+00:00,1.5349013268189864,1.6602643658316258,1.5742199436989863,1.578350562705655
60440002.0,44.6733333,-110.7108333,9.67,1623756046.8099976,1.07,l,2021-06-15 11:20:46.809998+00:00,1.0422109529436705,1.0422109529436705,1.0211744147436703,1.0211744147436703
60440187.0,44.5061667,-111.0365,15.14,1623839258.290001,0.93,l,2021-06-16 10:27:38.290001+00:00,1.0437222762708285,1.0750795778309736,1.0933479708208282,1.1330866809809736
60440242.0,44.787,-110.914,7.61,1623900963.7099998,0.32,l,2021-06-17 03:36:03.710000+00:00,0.365579445125172,0.365579445125172,0.342709670675172,0.342709670675172
60440722.0,44.5856667,-110.7833333,7.75,1624286027.6299973,1.03,l,2021-06-21 14:33:47.629997+00:00,0.7628978411654539,0.7628978411654539,0.885019004715454,0.885019004715454
60440767.0,44.592,-110.77,6.5,1624294038.1599998,0.93,l,2021-06-21 16:47:18.160000+00:00,0.6157018256626123,0.6157018256626123,0.7378229892126124,0.7378229892126124
60440772.0,44.5941667,-110.7628333,6.9,1624294159.4300003,1.41,l,2021-06-21 16:49:19.430000+00:00,1.103700336053218,1.103700336053218,1.225821499603218,1.225821499603218
60440777.0,44.5983333,-110.7636667,7.39,1624294239.2999992,1.31,l,2021-06-21 16:50:39.299999+00:00,0.9878130932491312,0.9878130932491312,1.0458201963991312,1.0458201963991312
60440782.0,44.5946667,-110.7658333,7.52,1624294512.4699993,2.41,l,2021-06-21 16:55:12.469999+00:00,2.032914108441111,2.029555381742433,2.0709489459411112,2.045717977957596
60440797.0,44.5896667,-110.7638333,6.81,1624294690.7399998,1.28,l,2021-06-21 16:58:10.740000+00:00,1.2019212281287268,1.245979245845931,1.2493641985620605,1.2475853760548292
60440802.0,44.6068333,-110.7678333,6.07,1624294945.67,2.02,l,2021-06-21 17:02:25.670000+00:00,1.6887555954840772,1.6887555954840772,1.7467626986340772,1.7467626986340772
60440807.0,44.5956667,-110.7628333,7.26,1624294824.75,1.76,l,2021-06-21 17:00:24.750000+00:00,1.6563788680743263,1.6504347466305005,1.7060045626243263,1.7035672754681528
60440812.0,44.5866667,-110.7553333,4.01,1624295149.489998,0.83,l,2021-06-21 17:05:49.489998+00:00,0.6873446476318024,0.5904572719887574,0.7347876180651357,0.7656688858505223
60440817.0,44.4603333,-110.705,3.13,1624295309.6899986,2.55,l,2021-06-21 17:08:29.689999+00:00,2.4579482024844923,2.44233499297543,2.3789743306094926,2.46946707952543
60440822.0,44.597,-110.775,7.67,1624295410.7600002,1.75,l,2021-06-21 17:10:10.760000+00:00,1.4935457183797936,1.4935457183797936,1.5515528215297936,1.5515528215297936
60440827.0,44.5995,-110.7681667,7.68,1624295511.1599998,2.07,l,2021-06-21 17:11:51.160000+00:00,1.676497416057438,1.7056279777677696,1.7145322535574383,1.7037182839677696
60440832.0,44.623,-110.7626667,4.0,1624295568.829998,2.37,l,2021-06-21 17:12:48.829998+00:00,1.958813621694648,2.0258282212252845,1.9968484591946485,2.0820020881252845
60440837.0,44.5865,-110.7643333,6.55,1624295680.3499985,1.3,l,2021-06-21 17:14:40.349998+00:00,1.187085166873212,1.193378503044601,1.171202085973212,1.091465087244601
60440847.0,44.6026667,-110.77,6.64,1624295728.1099987,1.83,l,2021-06-21 17:15:28.109999+00:00,1.614040230739755,1.7152705461161295,1.6533588476197552,1.664784226131212
60440852.0,44.6066667,-110.7703333,5.11,1624295799.2599983,1.34,l,2021-06-21 17:16:39.259998+00:00,1.22782118663611,1.270067290354114,1.23252145013611,1.1946314283745094
60440862.0,44.599,-110.7643333,7.03,1624296010.8400002,2.45,l,2021-06-21 17:20:10.840000+00:00,2.045994977666339,2.098538716191265,2.084029815166339,2.096629022391265
60440867.0,44.5966667,-110.7698333,6.51,1624296187.1099997,1.99,l,2021-06-21 17:23:07.110000+00:00,1.6553707630193988,1.6553707630193988,1.7133778661693988,1.7133778661693988
60440872.0,44.6206667,-110.7648333,5.18,1624296042.3099976,1.68,l,2021-06-21 17:20:42.309998+00:00,1.365349515567728,1.4829515880278714,1.4654882469010613,1.5391254549278717
60440887.0,44.5963333,-110.7655,7.72,1624296471.959999,2.35,l,2021-06-21 17:27:51.959999+00:00,1.963108116666612,1.9760939608985184,2.001142954166612,2.0322678277985187
60440892.0,44.6215,-110.7583333,4.27,1624296625.3799992,0.53,l,2021-06-21 17:30:25.379999+00:00,0.1400010785126481,0.1400010785126481,0.2621222420626481,0.2621222420626481
60440897.0,44.6098333,-110.7655,4.79,1624296739.58,1.02,l,2021-06-21 17:32:19.580000+00:00,0.855929629068021,0.8720175465803225,0.9033725995013544,0.8581338270300746
60440902.0,44.5986667,-110.7593333,7.76,1624296986.8499985,1.52,l,2021-06-21 17:36:26.849998+00:00,1.2044680927707705,1.2044680927707705,1.2624751959207705,1.2624751959207705
60440907.0,44.6101667,-110.7618333,6.22,1624297108.8199997,1.25,l,2021-06-21 17:38:28.820000+00:00,1.1258312977951297,1.2397346692992235,1.1305315612951297,1.2095930505961168
60440912.0,44.5936667,-110.7701667,10.09,1624297258.1699982,0.74,l,2021-06-21 17:40:58.169998+00:00,0.5513432742228573,0.5513432742228573,0.6734644377728574,0.6734644377728574
60440932.0,44.5956667,-110.7635,5.29,1624298358.5299988,2.06,l,2021-06-21 17:59:18.529999+00:00,1.8236382513551368,1.8807698115503504,1.8266860255301367,1.8476933719073991
60440937.0,44.5933333,-110.7585,6.9,1624298444.0299988,1.16,l,2021-06-21 18:00:44.029999+00:00,1.135322265165952,1.135322265165952,1.114285726965952,1.114285726965952
60440947.0,44.5928333,-110.7563333,6.96,1624298772.1899996,2.1,l,2021-06-21 18:06:12.190000+00:00,1.904879119148496,1.953278556522612,1.907926893323496,1.932242018322612
60440962.0,44.5945,-110.7598333,7.13,1624299382.6099987,1.6,l,2021-06-21 18:16:22.609999+00:00,1.5744809469443397,1.5744809469443397,1.55344440874434,1.55344440874434
60440967.0,44.609,-110.754,6.31,1624299510.5999985,1.11,l,2021-06-21 18:18:30.599998+00:00,0.957224855223622,0.9698581978217836,1.006850549773622,1.022137338260937
60440972.0,44.5993333,-110.7566667,7.62,1624299812.0599976,1.88,l,2021-06-21 18:23:32.059998+00:00,1.6826217248319295,1.6721931917438222,1.6856694990069294,1.6493234172938225
60440977.0,44.5851667,-110.7581667,9.13,1624300013.199997,1.32,l,2021-06-21 18:26:53.199997+00:00,1.2923098209790158,1.28351168381676,1.3419355155290158,1.3423522440912716
60440982.0,44.6053333,-110.7556667,5.89,1624300141.26,0.89,l,2021-06-21 18:29:01.260000+00:00,0.7784428570313244,0.7784428570313244,0.7574063188313244,0.7574063188313244
60441002.0,44.595,-110.7583333,5.52,1624301436.0599976,1.26,l,2021-06-21 18:50:36.059998+00:00,1.14684469499132,1.101128419682334,1.1515449584913198,1.157302286582334
60441007.0,44.6001667,-110.7613333,6.96,1624301559.3799973,1.51,l,2021-06-21 18:52:39.379997+00:00,1.2921663805345989,1.2884925245675984,1.295214154709599,1.3174578473675984
60441032.0,44.5826667,-110.766,9.21,1624302637.0,0.76,l,2021-06-21 19:10:37+00:00,0.5376976204556659,0.5376976204556659,0.659818784005666,0.659818784005666
60441037.0,44.5895,-110.7695,7.04,1624302802.3899994,1.97,l,2021-06-21 19:13:22.389999+00:00,1.7795977367616806,1.8252123791379475,1.8189163536416808,1.812868902235859
60441047.0,44.6095,-110.7566667,5.01,1624304279.6800003,0.63,l,2021-06-21 19:37:59.680000+00:00,0.4775884438268507,0.4775884438268507,0.4565519056268507,0.4565519056268507
60441072.0,44.5981667,-110.7588333,8.05,1624306613.4699974,1.33,l,2021-06-21 20:16:53.469997+00:00,1.2649195714583823,1.2626803037465106,1.2696198349583825,1.318854170646511
60441077.0,44.6046667,-110.7575,7.65,1624306640.369999,1.43,l,2021-06-21 20:17:20.369999+00:00,1.3391239196267346,1.3899196717711892,1.3438241831267348,1.3801533775497137
60441092.0,44.6071667,-110.773,4.99,1624308916.0499992,1.29,l,2021-06-21 20:55:16.049999+00:00,1.1682746547480551,1.1787645361340586,1.172974918248055,1.1342082692861006
60441102.0,44.5998333,-110.768,6.91,1624309145.9299998,1.7,l,2021-06-21 20:59:05.930000+00:00,1.6264531272175056,1.6945555816124578,1.6311533907175058,1.6429760403929905
60441107.0,44.6066667,-110.7666667,4.93,1624309347.3499985,1.21,l,2021-06-21 21:02:27.349998+00:00,1.0617562054655727,1.0944059434741702,1.066456468965573,1.104582311835018
60441142.0,44.6106667,-110.769,4.99,1624313274.7999992,1.19,l,2021-06-21 22:07:54.799999+00:00,1.059703630632197,1.0701898567191916,1.064403894132197,0.976311935398587
60441147.0,44.6003333,-110.7693333,5.82,1624314201.7299995,1.53,l,2021-06-21 22:23:21.730000+00:00,1.4195063208450736,1.4693175125444018,1.4242065843450735,1.3985471330617034
60441167.0,44.615,-110.7348333,6.31,1624321791.4300003,1.3,l,2021-06-22 00:29:51.430000+00:00,1.2001764187923234,1.2184286204775154,1.2498021133423234,1.3101556606162903
60441182.0,44.5821667,-110.7618333,7.05,1624331110.6799994,0.85,l,2021-06-22 03:05:10.679999+00:00,0.7919162090934805,0.7915633638618187,0.8393591795268138,0.8514037032618187
60441187.0,44.5808333,-110.7613333,6.09,1624331110.7399998,0.85,l,2021-06-22 03:05:10.740000+00:00,0.7635971441119511,0.7684775163664694,0.8110401145452845,0.8283178557664694
60441212.0,44.5933333,-110.7658333,5.11,1624354291.6299992,0.6,l,2021-06-22 09:31:31.629999+00:00,0.2382498917632586,0.2382498917632586,0.3603710553132586,0.3603710553132586
60441217.0,44.5943333,-110.7613333,5.76,1624354350.2299995,0.56,l,2021-06-22 09:32:30.230000+00:00,0.2191926161013877,0.2191926161013877,0.3413137796513877,0.3413137796513877
60441232.0,44.7633333,-111.144,11.65,1624357183.8199997,0.72,l,2021-06-22 10:19:43.820000+00:00,0.8164953248555252,0.8164953248555252,0.7936255504055252,0.7936255504055252
60441242.0,44.7618333,-111.144,10.76,1624357579.92,1.38,l,2021-06-22 10:26:19.920000+00:00,1.3141137362299338,1.2851204426196592,1.363739430779934,1.3843513157902088
60441282.0,44.7655,-111.1438333,10.57,1624372138.8099976,0.85,l,2021-06-22 14:28:58.809998+00:00,0.8898426205661112,0.8898426205661112,0.8669728461161113,0.8669728461161113
60441857.0,44.6001667,-110.898,11.7,1624662441.58,0.69,l,2021-06-25 23:07:21.580000+00:00,0.7280133693127633,0.8119545764788079,0.7327136328127634,0.7100411606788078
60441887.0,44.756,-110.9083333,8.08,1624705534.7799988,0.41,l,2021-06-26 11:05:34.779999+00:00,0.357409528631099,0.357409528631099,0.336372990431099,0.336372990431099
60441902.0,44.7543333,-110.9108333,8.66,1624722170.5099983,0.77,l,2021-06-26 15:42:50.509998+00:00,0.7021487681821054,0.6243084952084568,0.7068490316821053,0.6804823621084568
60441972.0,44.7933333,-110.8061667,5.1,1624778442.7199974,0.6,l,2021-06-27 07:20:42.719997+00:00,0.4781849032972869,0.4781849032972869,0.4571483650972869,0.4571483650972869
60442197.0,44.6198333,-110.7633333,7.72,1624830591.4799995,0.89,l,2021-06-27 21:49:51.480000+00:00,0.8180050352416739,0.6981712414251751,0.8654480056750072,0.8143697797039882
60442202.0,44.6101667,-110.7625,6.38,1624830591.5299988,0.92,l,2021-06-27 21:49:51.529999+00:00,0.8098650014724843,0.7638698220646294,0.8573079719058176,0.8237101614646294
60442227.0,44.7338333,-111.182,10.91,1624851692.7799988,1.28,l,2021-06-28 03:41:32.779999+00:00,1.2089070269591349,1.1762043003079472,1.2585327215091349,1.2964922276079474
60442237.0,44.7566667,-110.9103333,8.37,1624857856.209999,0.5,l,2021-06-28 05:24:16.209999+00:00,0.4327420567295481,0.3664524727041429,0.437442320229548,0.4226263396041429
60442247.0,44.7488333,-110.91,7.91,1624858470.9499989,0.91,l,2021-06-28 05:34:30.949999+00:00,0.8050346663428846,0.77139470959421,0.8097349298428845,0.82756857649421
60442252.0,44.7543333,-110.9118333,8.78,1624858556.619999,1.36,l,2021-06-28 05:35:56.619999+00:00,1.310289683729683,1.2277913749891247,1.359915378279683,1.3477905667278005
60442267.0,44.7493333,-110.9071667,7.0,1624866173.4399986,0.41,l,2021-06-28 07:42:53.439999+00:00,0.2898570146877968,0.2898570146877968,0.2688204764877968,0.2688204764877968
60442282.0,44.8098333,-110.7848333,4.25,1624879400.2399998,1.18,l,2021-06-28 11:23:20.240000+00:00,1.0335551230216324,1.0518907944862987,1.0831808175716324,1.13438415918144
60442287.0,44.7436667,-110.9161667,9.04,1624887731.17,2.03,l,2021-06-28 13:42:11.170000+00:00,1.9633149181746727,1.8651976004417228,2.012940612724673,1.985485527741723
60442292.0,44.7496667,-110.912,8.29,1624887802.2699986,1.21,l,2021-06-28 13:43:22.269999+00:00,1.186634782283897,1.133514804934674,1.191335045783897,1.189688671834674
60442297.0,44.751,-110.9113333,9.94,1624888891.25,1.33,l,2021-06-28 14:01:31.250000+00:00,1.3008333013096915,1.2378725674458304,1.3504589958596915,1.3311827223451105
60442302.0,44.7471667,-110.9151667,7.61,1624888924.3199997,1.81,l,2021-06-28 14:02:04.320000+00:00,1.6294507557247957,1.7312980650722496,1.6687693726047954,1.7793384051549974
